,departamento,municipio,establecimiento,direccion
456,LA PAZ,LA ASUNTA,COLOPAMPA,COLOPAMPA GRANDE
457,LA PAZ,LA ASUNTA,COTAPATA,SUD YUNGAS-LA ASUNTA
458,LA PAZ,LA ASUNTA,LA ASUNTA,La Asunta Zona 2
459,LA PAZ,LA ASUNTA,LAS MERCEDES,distrito las mercedes la Asunta Sud Yungas
461,LA PAZ,LA ASUNTA,PUERTO RICO,POBLACION PUERTO RICO
462,LA PAZ,LA ASUNTA,SIGUANI GRANDE,siguane grande la asunta sud yungas
464,LA PAZ,LA ASUNTA,STA.ROSA DE QUINUNI,Suy Yungas
466,LA PAZ,LA ASUNTA,YANAMAYO,ASUNTA
467,LA PAZ,LA PAZ,18 DE MAYO,SEDE SOCIAL 18 DE MAYO
469,LA PAZ,LA PAZ,8 DE DICIEMBRE,CALLE BENEDETTO VINCENTI S/N
471,LA PAZ,LA PAZ,ACHACHICALA,INDUSTRIAL
473,LA PAZ,LA PAZ,ACHUMANI,ZONA DE ACHUMANI
474,LA PAZ,LA PAZ,AGUA DE LA VIDA,AVENIDA LA BANDERA S/N
475,LA PAZ,LA PAZ,ALCOREZA,AVENIDA FINAL ALCOREZA SIN NUMERO
476,LA PAZ,LA PAZ,ALTO IRPAVI,PENA AZUL CALLE 2 No. 10
477,LA PAZ,LA PAZ,ALTO MCAL.SANTA CRUZ,av.segundo bascones s/n
479,LA PAZ,LA PAZ,ALTO MIRAFLORES,ADRIANA PARIENTE ESQ. URIAS RODRIGUEZ S/N
481,LA PAZ,LA PAZ,ALTO OBRAJES,frente Iglesia Divino Maestro
483,LA PAZ,LA PAZ,ALTO SEGUENCOMA,Seguencoma
484,LA PAZ,LA PAZ,APUMALLA,"Zona Villa Victoria, Av. Apumalla"
485,LA PAZ,LA PAZ,ASISTENCIA PUBLICA,AVENIDA SIMON BOLIVAR
487,LA PAZ,LA PAZ,BAJO LLOJETA,Sargentos
489,LA PAZ,LA PAZ,BAJO TEJAR,S/N
492,LA PAZ,LA PAZ,BELLA VISTA,DETRAS DEL COLEGIO FRANSISCO DE MIRANDA
494,LA PAZ,LA PAZ,BIBLIOTECA,MONJE
496,LA PAZ,LA PAZ,BOLOGNIA,Avenida Caballero y Calle 5 Nro 16 Ex Prosalud
498,LA PAZ,LA PAZ,C.S ZONGO CHORO,comunidad Monte Verde / Central Zongo Choro
499,LA PAZ,LA PAZ,CAMSIQUE ZONGO,Valle de Zongo
500,LA PAZ,LA PAZ,CENTRO DE ORIENTACION FEMENINA,CALLE 5
503,LA PAZ,LA PAZ,CHAMOCO CHICO,Topater
504,LA PAZ,LA PAZ,CHASQUIPAMPA E. SAENZ,CALLE 51 Y PASAJE 9 ZONA CHASQUIPAMPA
505,LA PAZ,LA PAZ,CHOQUECHIHUANI,CUENCA HAMPATURI
507,LA PAZ,LA PAZ,CHUQUIAGUILLO,PAZ
508,LA PAZ,LA PAZ,CIUDADELA FERROVIARIA,Ciudadela Ferroviaria Calle N° 1 N° 611
510,LA PAZ,LA PAZ,COTA COTA ( LOS PINOS),S/N
511,LA PAZ,LA PAZ,EL CALVARIO,AV. PERIFERICA S/N
512,LA PAZ,LA PAZ,EL ROSAL,Calle Gazania entre calles B y Z
514,LA PAZ,LA PAZ,EL TEJAR,AV. ENTRE RIOS ESQ. DAMAS DE COTAGAITA S/N
515,LA PAZ,LA PAZ,ESCOBAR URIA,CALLE 9 S/N
516,LA PAZ,LA PAZ,HOGAR NIÑO JESUS,CALLE 3
517,LA PAZ,LA PAZ,INTERCULTURAL BARTOLINA SISA,"Calle Pisagua Nro 650, Final Ingavi"
518,LA PAZ,LA PAZ,JUANCITO PINTO,GRANEROS Y MURILLO S/N
519,LA PAZ,LA PAZ,KUPINI,ROGELIO CARRILLO S/N
520,LA PAZ,LA PAZ,LA GRUTA,AV. 9 DE ABRIL S/N
522,LA PAZ,LA PAZ,LA PORTADA,campo deportivo  La Portada - Zona La Portada -
523,LA PAZ,LA PAZ,LAS DELICIAS CENTRAL,ENTRE CALLE SAN JOSE Y CHULUMANI
524,LA PAZ,LA PAZ,LLOJETA,AV. MARIO MERCADO
526,LA PAZ,LA PAZ,MALLASA,Mallasa calle 2 de febrero - Plaza 2 de febrero
527,LA PAZ,LA PAZ,MALLASILLA,Av. ILLIMANI ENTRE CALLES 6 Y 7
528,LA PAZ,LA PAZ,MUNAYPATA,"Av. Naciones Unidas, La Paz"
530,LA PAZ,LA PAZ,NIÑO KOLLO,JULIO Y 12 DE ABRIL
531,LA PAZ,LA PAZ,OBISPO INDABURO,CALLE MERCADO
533,LA PAZ,LA PAZ,OBRAJES,Julio Calle 16
534,LA PAZ,LA PAZ,PAMPAHASI (BAJO),C/7 pampahasi bajo s/n
536,LA PAZ,LA PAZ,PAMPAHASI ALTO,"Calle ""K"" y Calle ""D"""
537,LA PAZ,LA PAZ,PANTICIRCA,AV. 3 LADO U.E. LUCIO VELASCO  S/N
538,LA PAZ,LA PAZ,PASANKERY,AV. MARCELO QUIROGA SANTA CRUZ S/N
539,LA PAZ,LA PAZ,PENAL DE SAN PEDRO,CALLE NICOLAS ACOSTA PLAZA SUCRE
541,LA PAZ,LA PAZ,PENITENCIARIO MIRAFLORES,MIRANDA Y DIAS ROMERO
543,LA PAZ,LA PAZ,PLAN AUTOPISTA,"""E""POLI FUNCIONAL S/N"
545,LA PAZ,LA PAZ,SAID,29 (Parada minibús 332)
546,LA PAZ,LA PAZ,SAN ANTONIO ALTO,Avenida Josefa Mujia lado aubalcaldia
547,LA PAZ,LA PAZ,SAN ANTONIO BAJO,Calle costanera s/n
548,LA PAZ,LA PAZ,SAN ISIDRO,c/3 PASAJE20 SAN ISIDRO BAJO s/N
549,LA PAZ,LA PAZ,SAN JOSE NATIVIDAD,AVENIDA COSTANERA N 26
551,LA PAZ,LA PAZ,SAN JUAN LAZARETO,TEJADA SORZANO S/N ESQUINA SAN SALVADOR
552,LA PAZ,LA PAZ,SAN LUIS,CALLE CHACO
553,LA PAZ,LA PAZ,SAN PEDRO BAJO,CALLE GENERAL GONZALES 1322
554,LA PAZ,LA PAZ,TACAGUA  ALTO,CALLE INCA MAYO S/N
556,LA PAZ,LA PAZ,TACAGUA BAJO,bus 806
557,LA PAZ,LA PAZ,TEMBLADERANI,CALLE CANONIGO AYLLON N 1271
559,LA PAZ,LA PAZ,USACSIA,MENDEZ ARCOS
560,LA PAZ,LA PAZ,VALLE HERMOSO,Z/ Valle Hermoso C/ 4 #40
561,LA PAZ,LA PAZ,VILLA  FATIMA LAS DELICIAS,FINAL YANACACHI AV. LAS DELICIAS SN
562,LA PAZ,LA PAZ,VILLA  NUEVO POTOSI,Calle manuel Jofre esquina ondarza S/N
565,LA PAZ,LA PAZ,VILLA ARMONIA,picapiedra frente al colegio Waldo Ballivian
566,LA PAZ,LA PAZ,VILLA COPACABANA (PACASA),Av. Burgaleta y plaza luis Uria
567,LA PAZ,LA PAZ,VILLA SALOME,Av. Ciudad del Nino lado parada V
568,LA PAZ,LA PAZ,VILLA VICTORIA,SAN JULIAN - SANTA CRUZ
571,LA PAZ,LA PAZ,VINO TINTO,TINTO
572,LA PAZ,LAJA,CANTAPA,COMUNIDAD CANTAPA - LAJA
573,LA PAZ,LAJA,CAPACASI,CAPACASI
574,LA PAZ,LAJA,CURVA PUCARA,COMUNIDAD CURVA PUCARA
575,LA PAZ,LAJA,KALLUTACA,Kallutaca (Camino Laja)
576,LA PAZ,LAJA,LAJA,Av.Bolivar/sin numero
577,LA PAZ,LAJA,SAN JUAN SATATOTORA,SAN JUAN SATATOTORA
578,LA PAZ,LAJA,SANTA ROSA,COMUNIDAD SANTA ROSA
580,LA PAZ,LAJA,TAMBILLO,ALASITAS
168,LA PAZ,LIBERTAD),CHIRCA,chirca
170,LA PAZ,LIBERTAD),COLPAR,plaza de la comunidad el colpar
172,LA PAZ,LIBERTAD),HUANCANE,LOCALIDAD HUANCANE
174,LA PAZ,LIBERTAD),OCOBAYA,ocobaya chulumani
176,LA PAZ,LIBERTAD),TAJMA,tajma
581,LA PAZ,LICOMA PAMPA,CHARAPAXI,"charapaxi,"
582,LA PAZ,LICOMA PAMPA,LICOMA,"Licoma,villa libertad licoma"
583,LA PAZ,LURIBAY,ANQUIOMA,COMUNIDAD ANQUIOMA
584,LA PAZ,LURIBAY,AZAMBO,Comunidad Azambo
585,LA PAZ,LURIBAY,COLLIRI,COLLIRI
586,LA PAZ,LURIBAY,LURIBAY,Comunidad luribay
587,LA PAZ,LURIBAY,MATARA,COMUNIDAD MATARA
588,LA PAZ,LURIBAY,MURMUNTANI,LURIBAY
589,LA PAZ,LURIBAY,POROMA,Municipio luribay
590,LA PAZ,LURIBAY,PORVENIR,GAM LUribay
591,LA PAZ,LURIBAY,PUCUMA,Municipio luribay
592,LA PAZ,MALLA,ASIRIRI,GAM DE MALLA
593,LA PAZ,MALLA,JACHAPAMPA,Municipio de Malla de la provincia Loayza
594,LA PAZ,MALLA,MALLA,G.A.M. MALLA
595,LA PAZ,MALLA,RODEO (LPZ),MALLA LOAYZA
596,LA PAZ,MAPIRI,ACHIQUIRI,ACHIQUIRI
597,LA PAZ,MAPIRI,CHIMATE,CHIMATE
598,LA PAZ,MAPIRI,MAPIRI,Mapiri  Calle Mercado y Guanay  Zona 1
599,LA PAZ,MAPIRI,SANTA ROSA,ZONA 5 SANTA ROSA DE MAPIRI
601,LA PAZ,MECAPACA,COLLANA,COLLANA
604,LA PAZ,MECAPACA,HUAJCHILLA,COMUNIDAD HUAJCHILLA
605,LA PAZ,MECAPACA,HUARICANA,HUARICANA
606,LA PAZ,MECAPACA,KARACARANI,Comunidad caracarani
607,LA PAZ,MECAPACA,MECAPACA,PLAZA SIMONA MANZANEDA S/N
608,LA PAZ,MECAPACA,PALOMAR,Comunidad EL Palomar
609,LA PAZ,MECAPACA,WILACOTA,comunidad wilacota
610,LA PAZ,MOCOMOCO,ILAVE,COMUNIDAD ILAVE
613,LA PAZ,MOCOMOCO,ITALAQUE,Departamento de La Paz
614,LA PAZ,MOCOMOCO,MOCO MOCO,CANTON MOCOMOCO
615,LA PAZ,MOCOMOCO,PACAURES,Canton Pacaures  Calle/
616,LA PAZ,MOCOMOCO,PACOBAMBA,DISTRITO PACOBAMBA
617,LA PAZ,MOCOMOCO,QUEÑI,COMUNIDAD QUENI ATINTACA
618,LA PAZ,MOCOMOCO,QUILIMAS,"DISTRITO QUILIMA,TITICACHI S/N"
620,LA PAZ,MOCOMOCO,SAPHIA,MUNICIPIO MOCOMOCO
621,LA PAZ,MOCOMOCO,TAJANI,plaza principal de tajani
622,LA PAZ,MOCOMOCO,WILA KALA,WILA KALA
623,LA PAZ,NAZACARA DE PACAJES,NAZACARA,NAZACARA
624,LA PAZ,PALCA,CAYIMBAYA,COMUNIDAD DE CAYIMBAYA
625,LA PAZ,PALCA,CHOQUECOTA,MUNICIPIO PALCA
626,LA PAZ,PALCA,COHONI,comunidad tihuanacu
627,LA PAZ,PALCA,COTANA,Comunidad Villa Cotaña
628,LA PAZ,PALCA,OVEJUYO,av litoral # 1578
629,LA PAZ,PALCA,PALCA (LPZ),Zona Illimani
630,LA PAZ,PALCA,QUILIHUAYA,PLAZA CENTRAL DE QUILIHUAYA
632,LA PAZ,PALCA,TAHUAPALCA,carretera cohoni lado colegio rene barrientos
633,LA PAZ,PALCA,TIRATA,Tirata
634,LA PAZ,PALOS BLANCOS,BAJO INICUA,FRENTE A LA CANCHA BAJO INICUA
635,LA PAZ,PALOS BLANCOS,CHARCAS,COMUNIDAD LOS OLIVOS AREA V
637,LA PAZ,PALOS BLANCOS,COCOCHI,cocochi
639,LA PAZ,PALOS BLANCOS,COVENDO,LA PAZ-BOLIVIA
640,LA PAZ,PALOS BLANCOS,EL SILLAR,EL SILLAR
641,LA PAZ,PALOS BLANCOS,INICUA,INICUA PALOS BLANCOS
642,LA PAZ,PALOS BLANCOS,LA CASCADA,LOCALIDAD LA CASCADA
643,LA PAZ,PALOS BLANCOS,LAS DELICIAS,LAS DELICIAS
644,LA PAZ,PALOS BLANCOS,PALOS BLANCOS,PALOS BLANCOS
645,LA PAZ,PALOS BLANCOS,POPOY,MUNICIPIO DE PALOS BLANCOS
646,LA PAZ,PALOS BLANCOS,PUERTO CARMEN,Distrito Puerto Carmen
647,LA PAZ,PALOS BLANCOS,SAN JOSE,SANJOSE
648,LA PAZ,PALOS BLANCOS,SAN MIGUEL DE HUACHI,San Miguel de Huachi
649,LA PAZ,PALOS BLANCOS,SAN PEDRO DE COGOTAY,SAN PEDRO DE COGOTAY-CALLE SAN PERU
650,LA PAZ,PALOS BLANCOS,SANTA ANA DE MOSETENES,DISTRITO SANTA ANA
651,LA PAZ,PALOS BLANCOS,SAPECHO,SAPECHO. AV. SAPECHO
652,LA PAZ,PALOS BLANCOS,TUCUPI,MUNICIPIO PALOS BLANCOS
653,LA PAZ,PALOS BLANCOS,VILLA CONCEPCION,VILLA CONCEPCION
655,LA PAZ,PAPEL PAMPA,ESCALONA,FERIAL DE TOROS
657,LA PAZ,PAPEL PAMPA,MOLLEBAMBA,MARKA TOLA
658,LA PAZ,PAPEL PAMPA,PAPEL PAMPA,PAPEL PAMPA
659,LA PAZ,PAPEL PAMPA,RIVERA ALTA,RIVERA ALTA
660,LA PAZ,PAPEL PAMPA,UNUPATA,A UNA CUADRA DE LA PLAZA PRINCIPAL
661,LA PAZ,PATACAMAYA,CHIARAQUE,CANTON CHIARAQUE
663,LA PAZ,PATACAMAYA,CHIARUMANI,MUNICIPIO DE PATACAMAYA
665,LA PAZ,PATACAMAYA,COLCHANI,MUNICIPIO PATACAMAYA CANTON COLCHANI
666,LA PAZ,PATACAMAYA,VISCACHANI,VISCACHANI
667,LA PAZ,PELECHUCO,ANTAQUILLA,Comunidad Antaquilla
668,LA PAZ,PELECHUCO,HICHOCOLLO,HICHOCOLLO CENTRO SIN NUMERO
669,LA PAZ,PELECHUCO,HILO HILO,SAN JUAN DE HILO HILO
671,LA PAZ,PELECHUCO,P.S. PUYU PUYU,Sin registro
672,LA PAZ,PELECHUCO,PELECHUCO,ZONA OBRAJES
673,LA PAZ,PELECHUCO,SUCHEZ,CALLE SALIDA A SAN ANTONIO SUCHEZ
674,LA PAZ,PELECHUCO,ULLA ULLA,ULLA ULLA
675,LA PAZ,PUCARANI,AYGACHI,CANTON AYGACHI
676,LA PAZ,PUCARANI,CATAVI,Plaza Central Catavi
677,LA PAZ,PUCARANI,CHIARPATA,CHIARPATA
678,LA PAZ,PUCARANI,CHOJASIVI,Canton Chojasivi Carretera Huacullani
679,LA PAZ,PUCARANI,COHANA,PLAZA CENTRAL COHANA
680,LA PAZ,PUCARANI,CORAPATA,Frente la plaza  central de  Corapata
681,LA PAZ,PUCARANI,LACAYA,PLAZA GERMAN BUCH
682,LA PAZ,PUCARANI,PALCOCO,carretera Panamericana altura palcoco
683,LA PAZ,PUCARANI,PATAMANTA,PLAZA TUPAK AMARU
684,LA PAZ,PUCARANI,PUCARANI,Poblacion de Pucarani Calle Colon s/n
686,LA PAZ,PUCARANI,VILLA IQUIACA,IQUIACA
687,LA PAZ,PUCARANI,VILLA VILAQUE,VILLA VILAQUE AV. INGAVI
688,LA PAZ,PUERTO ACOSTA,CHIÑAYA,CALLE LA PAZ
689,LA PAZ,PUERTO ACOSTA,COTAPATA,COTAPATA
690,LA PAZ,PUERTO ACOSTA,IQUIPUNI,SOBRE CARRETERA PRINCIPAL
691,LA PAZ,PUERTO ACOSTA,PASUJA BELEN,PUERTO BELEN PASUJA
693,LA PAZ,PUERTO ACOSTA,PUERTO ACOSTA,CARRETERA PANAMERICANA PERU - BOLIVIA
694,LA PAZ,PUERTO ACOSTA,SALLACUCHO,SALLACUCHO
695,LA PAZ,PUERTO CARABUCO,AGUAS CALIENTES,COMUNIDAD AGUAS CALIENTES
696,LA PAZ,PUERTO CARABUCO,AMBANA,Localidad Ambana
697,LA PAZ,PUERTO CARABUCO,CARABUCO,MARCA HILATA
698,LA PAZ,PUERTO CARABUCO,CHAGUAYA,PLAZA PRINCIPAL DE CHAGUAYA
699,LA PAZ,PUERTO CARABUCO,CHUANI,COMUNIDAD CHUANI
700,LA PAZ,PUERTO CARABUCO,COPUSQUIA,CENTRO POBLADO COPUSQUIA
701,LA PAZ,PUERTO CARABUCO,CRUZ PATA,Cruz Pata s/n
702,LA PAZ,PUERTO CARABUCO,HUILACUNCA,COMUNIDAD HUILACUNCA
703,LA PAZ,PUERTO CARABUCO,MOLLIPONGO,PLAZA PRINCIPAL DE MOLLIPONGO
705,LA PAZ,PUERTO CARABUCO,SANTIAGO DE OKOLA,plaza principal SANTIAGO DE OKOLA
706,LA PAZ,PUERTO CARABUCO,YARICOA,YARICOA BAJO
707,LA PAZ,PUERTO PEREZ,CUMANA,PLAZA PRINCIPAL CUMANA
709,LA PAZ,PUERTO PEREZ,PUERTO PEREZ,S/N
710,LA PAZ,PUERTO PEREZ,QUEHUAYA,AV. PRINCIPAL ALTURA CANCHA
711,LA PAZ,PUERTO PEREZ,SURIQUI,COMUNIDAD YAWIRJANI
712,LA PAZ,QUIABAYA,QUIABAYA,quiabaya
713,LA PAZ,QUIME,CHOQUETANGA,Choquetanga zona valle grande
714,LA PAZ,QUIME,MINA ARGENTINA,MINA CARACOLES
715,LA PAZ,QUIME,PONGO B2,CANTON PONGO B 2
716,LA PAZ,QUIME,QUIME,C. SALATIEL HELGUERO S/N QUIME
718,LA PAZ,SAN ANDRES DE MACHACA,CONCHACOLLO,CONCHACOLLO
720,LA PAZ,SAN ANDRES DE MACHACA,LAQUINAMAYA,LAQUINAMAYA
722,LA PAZ,SAN ANDRES DE MACHACA,SAN ANDRES DE MACHACA,SAN ANDRES DE MACHACA
724,LA PAZ,SAN ANDRES DE MACHACA,TATA PEPE,COMUNIDAD ROSAPATA
726,LA PAZ,SAN ANDRES DE MACHACA,VILLA PUSUMA,VILLA PUSUMA
728,LA PAZ,SAN BUENA VENTURA,25 DE MAYO,35KM
729,LA PAZ,SAN BUENA VENTURA,COMUNIDAD BUENAVISTA,Zona San Pedro frente a sede social S/n
730,LA PAZ,SAN BUENA VENTURA,SAN BUENAVENTURA,CALLE 20 DE OCTUBRE
731,LA PAZ,SAN BUENA VENTURA,SAN JOSE DE CHUPIAMONAS,COMUNIDAD SAN JOSE
734,LA PAZ,SAN BUENA VENTURA,TUMUPASA,Mun. San Buenaventura Prov. Iturralde
748,LA PAZ,SAN PEDRO DE TIQUINA,OJJE,SANTIAGO DE OJJE
750,LA PAZ,SAN PEDRO DE TIQUINA,SAN PEDRO DE TIQUINA,"San Pedro de Tiquina, Calle Santa Barbara sin Nº"
752,LA PAZ,SAN PEDRO DE TIQUINA,TIQUINA,"5 DE AGOSTO, s/n"
753,LA PAZ,SAN PEDRO DE TIQUINA,VILLA AMACARI,VILLA AMACARI
755,LA PAZ,SANTIAGO DE CALLAPA,CALLAPA,LLEGAR A LA PLAZA PRINCIPAL 25 DE JULIO
756,LA PAZ,SANTIAGO DE CALLAPA,CALTECA,CALTECA
757,LA PAZ,SANTIAGO DE CALLAPA,CANUTA,CANUTA
758,LA PAZ,SANTIAGO DE CALLAPA,VILLA PUCHUNI,COMUNIDAD VILLA PUCHUNI
759,LA PAZ,SANTIAGO DE CALLAPA,YARIBAY,YARIBAY
760,LA PAZ,SANTIAGO DE HUATA,KALAQUE,LADO PLAZA PRINCIPAL DE WATARI
761,LA PAZ,SANTIAGO DE HUATA,SANTIAGO DE HUATA,CALLE PEDRO DOMINGO MURILLO S/N
763,LA PAZ,SANTIAGO DE HUATA,TAJOCACHI,KALAQUE
764,LA PAZ,SANTIAGO DE MACHACA,BERENGUELA,BERENGUELA
765,LA PAZ,SANTIAGO DE MACHACA,HUARIPUJO,huaripujo
766,LA PAZ,SANTIAGO DE MACHACA,SANTIAGO DE MACHACA,Av. German Busch S/N Santiago de Machaca
767,LA PAZ,SANTIAGO DE MACHACA,VILLA EXALTACION,VILLA EXALTACION
768,LA PAZ,SAPAHAQUI,CARACATO,PLAZA DE CARACATO AVENIDA LA PAZ
769,LA PAZ,SAPAHAQUI,KHOLA,"Sapahaqui, ricon Cairoma y Luribay"
770,LA PAZ,SAPAHAQUI,MURUHUTA,A UNA CUADRA  DE LA PLAZA MURUHUTA
772,LA PAZ,SAPAHAQUI,SAPAHAQUI,Plaza Principal de Sapahaqui
774,LA PAZ,SICA SICA (VILLA AROMA,) BELEN,COLLPAPUCHO
776,LA PAZ,SICA SICA (VILLA AROMA,) CHIJMUNI,cOMUNIDAD CENTRO CHIJMUNI
778,LA PAZ,SICA SICA (VILLA AROMA,) CHUACOLLO,COMUNIDAD CHUACOLLO
780,LA PAZ,SICA SICA (VILLA AROMA,) JARUMA,localidad jaruma
782,LA PAZ,SICA SICA (VILLA AROMA,) KONANI,s/n
784,LA PAZ,SICA SICA (VILLA AROMA,) LAHUACHACA,LAHUACHACA AVENIDA PANORAMICA
786,LA PAZ,SICA SICA (VILLA AROMA,) MACHACAMARCA,G.A.M SICA  SICA   DISTRITO MACHACAMARCA
788,LA PAZ,SICA SICA (VILLA AROMA,) PANDURO,COMUNIDAD PANDURO AV. PANAMERICANA
790,LA PAZ,SICA SICA (VILLA AROMA,) SICA SICA,Av. Panoramica sin numero
792,LA PAZ,SICA SICA (VILLA AROMA,) VILLA ESTEBAN ARCE,Villa Esteban Arce
793,LA PAZ,SORATA,ANCOMA,Plaza principal Localidad de Ancoma Sur
794,LA PAZ,SORATA,CHUCHULAYA,CHUCHULAYA LADO DE IGLESIA
795,LA PAZ,SORATA,CHUSSI,comunidad Chussi
797,LA PAZ,SORATA,ILABAYA(CHEJJE),CHEJJE
799,LA PAZ,SORATA,LARIPATA,LARIPATA
800,LA PAZ,SORATA,MILLIPAYA,MILLIPAYA
801,LA PAZ,SORATA,NATHALIE ESTEPHANIE - ILABAYA,PLAZA DE ILABAYA
802,LA PAZ,SORATA,OBISPO BOSQUE,CALA CALA
803,LA PAZ,SORATA,SORATA,Av Villamil de Rada s/ntu
804,LA PAZ,SORATA,VIACHA - SORATA,VIACHA
806,LA PAZ,SORATA,YANI,COMUNIDAD INGENIO
807,LA PAZ,TACACOMA,CHUMISA,CHUMISA
808,LA PAZ,TACACOMA,CONZATA,CONZATA
809,LA PAZ,TACACOMA,INCACHACA,SOBRE LA CARRETERA
810,LA PAZ,TACACOMA,PALLAYUNGA,PALLAYUNGA
812,LA PAZ,TACACOMA,SECTOR UNO,3RA SECCION DE CONZATA
813,LA PAZ,TACACOMA,TACACHACA,COMUNIDAD DE TACHACA
815,LA PAZ,TACACOMA,TACACOMA,DE JULIO
816,LA PAZ,TARACO,CHIRIPA,cerca a la escuela chiripa
817,LA PAZ,TARACO,COACOLLO,A LADO DE UNIDAD EDUCATIVA LITORAL
818,LA PAZ,TARACO,JAHUIRA PAMPA,JAHUIRA PAMPA CERCA A LA IGLESIA
820,LA PAZ,TARACO,NACHOCA,ÑACHOCA
821,LA PAZ,TARACO,TARACO,"plaza 16 de julio, FRENTE A LA UE. TARACO"
822,LA PAZ,TEOPONTE,ALTO TOMACHI,COMUNIDAD ALTO TOMACHI
823,LA PAZ,TEOPONTE,MAYAYA,MAYAYA
824,LA PAZ,TEOPONTE,SANTO DOMINGO,Comunidad Santo Domingo
825,LA PAZ,TEOPONTE,TAJLIHUI,comunidad TAJLIHUI
826,LA PAZ,TEOPONTE,TEOPONTE,teopontre
827,LA PAZ,TEOPONTE,TOMACHI,TOMACHI
828,LA PAZ,TEOPONTE,VILLA AROMA,villa aroma
829,LA PAZ,TIAWANACU,ACHACA,Achaca. Municipio Tiahuanacu
830,LA PAZ,TIAWANACU,CALUYO,COMUNIDAD CALUYO
832,LA PAZ,TIAWANACU,HUACULLANI,Provincia Ingavi
833,LA PAZ,TIAWANACU,PILLAPI,CERCA A LA ESCUELA DE PILLAPI
834,LA PAZ,TIAWANACU,TIAHUANACU,CERCA A LA  PLAZA  DE  TIAHUANACU
835,LA PAZ,TIPUANI,CHIMA,CHIMA-SEAL SIN NUMERO
836,LA PAZ,TIPUANI,CHUQUINI,chuquini
837,LA PAZ,TIPUANI,TIPUANI,BARRIO CENTRAL
838,LA PAZ,TIPUANI,UNUTULUNI,UNUTULINI- CEJA
844,LA PAZ,UMALA,CANAVIRI,PLAZA DEL PUEBLO
846,LA PAZ,UMALA,HUANCARAMA,HUANCARAMA
847,LA PAZ,UMALA,HUARI BELEN,huari belen
848,LA PAZ,UMALA,KELLHUIRI,kellhuiri
849,LA PAZ,UMALA,SAN JOSE DE LLANGA,SAN JOSE DE LLANGA
852,LA PAZ,UMALA,SANTIAGO DE COLLANA,COMUNIDAD: CAYLLAHUANCARAMA
853,LA PAZ,UMALA,UMALA,Umala
854,LA PAZ,VIACHA,CHACOMA - VIACHA,ZONA 3 AV. CHACOMA
855,LA PAZ,VIACHA,COLLAGUA,SAN VICENTE DE COLLAGUA
856,LA PAZ,VIACHA,CONIRI,COMUNIDAD CONIRI
858,LA PAZ,VIACHA,FLORIDA,ritama
859,LA PAZ,VIACHA,HILATA CENTRO,AL LADO DEL COLEGIO PLAZA
860,LA PAZ,VIACHA,JALSURI,COMUNIDAD JALSURI
862,LA PAZ,VIACHA,TILATA,Z/Tilata  Distrito 7 de Viacha calle Acasia S/N
864,LA PAZ,VIACHA,VIACHA,calle Pisagua
865,LA PAZ,VIACHA,VILLA REMEDIOS,VILLA REMEDIOS
867,LA PAZ,WALDO BALLIVIAN,TUMARAPI,Prov. Pacajes. Mun. Waldo Ballivian Tumarapi
869,LA PAZ,YACO,CAXATA,POLICIAL COMUNIDAD CAXATA
870,LA PAZ,YACO,CHALLOMA,CHALLOMA
872,LA PAZ,YACO,CHUCAMARCA,LADO CANCHA COMMUNIDAD CHUCAMARCA
874,LA PAZ,YACO,CONCHAMARCA,LADO ESCUELA
875,LA PAZ,YACO,HORNUNI,Hornuni
876,LA PAZ,YACO,PAMPAJASI,PLAZA PRINCIPAL
877,LA PAZ,YACO,TABLACHACA,tablachaca
878,LA PAZ,YACO,VILLA PUCHUNI (YACO),PUCHUNI
879,LA PAZ,YACO,YACO,INGRESO A LA COMUNIDAD DE YACO
880,LA PAZ,YANACACHI,CHACO,chaco Lado Castillo
881,LA PAZ,YANACACHI,CHOJLLA,campamento minero chojlla
882,LA PAZ,YANACACHI,PUENTE VILLA,Puente Villa
883,LA PAZ,YANACACHI,SANTA ROSA DE CHACALA (LPZ),chacala
884,LA PAZ,YANACACHI,YANACACHI,desvio Sacahuaya (hidroelectrica Boliviana)
